,Rate,0.05,,0.1,,0.2,,0.5,
Iter,,Fitness,New_Fitness,Fitness,New_Fitness,Fitness,New_Fitness,Fitness,New_Fitness
791,,1.16,339.78,0.74,336.42,0.04,255.54,0.32,91.6
792,,1.16,172.22,0.74,103.82,0.04,384,0.32,806.3
793,,1.16,261.8,0.74,300.38,0.04,156.76,0.32,102.14
794,,1.16,110.24,0.74,442.08,0.04,86.38,0.32,100.48
795,,1.16,164.24,0.74,33.7,0.04,133.76,0.32,1330.62
796,,1.16,405.62,0.74,159.28,0.04,225.22,0.32,372.98
797,,1.16,109.3,0.74,599.5,0.04,678.74,0.32,51.9
798,,1.16,75.66,0.74,396.28,0.04,52.5,0.32,66.82
799,,1.16,240.5,0.74,450.32,0.04,550.34,0.32,384.28
800,,1.16,49.74,0.74,257.82,0.04,517.72,0.32,42.34
801,,1.16,414.42,0.74,557.22,0.04,339.3,0.32,570.76
802,,1.16,303.98,0.74,26.26,0.04,788.94,0.32,467.94
803,,1.16,207.8,0.74,37.4,0.04,89.02,0.32,410.54
804,,1.16,134.24,0.74,678.18,0.04,23.14,0.32,41.2
805,,1.16,223.62,0.74,263.56,0.04,365.1,0.32,634.94
806,,1.16,217.74,0.74,66.66,0.04,293.56,0.32,226.16
807,,1.16,87.84,0.74,86.32,0.04,581.38,0.32,322.24
808,,1.16,237.16,0.74,109.52,0.04,288.76,0.32,1197.52
809,,1.16,65.2,0.74,49.36,0.04,3.5,0.32,1166.12
810,,1.16,163.3,0.74,302.16,0.04,372.12,0.32,588.62
811,,1.16,109.3,0.74,216.58,0.04,142.72,0.32,570.76
812,,1.16,253.12,0.74,183.68,0.04,445.52,0.32,690.28
813,,1.16,83.38,0.74,577.08,0.04,464.5,0.32,126.14
814,,1.16,36.9,0.74,409.32,0.04,575.4,0.32,221.84
815,,1.16,221.24,0.74,525.82,0.04,500.12,0.32,433.3
816,,1.16,166.12,0.74,237.62,0.04,461.06,0.32,4.38
817,,1.16,215.18,0.74,120.5,0.04,540.1,0.32,681.44
818,,1.16,19.6,0.74,751.7,0.04,547.18,0.32,59.04
819,,1.16,310.04,0.74,701.7,0.04,173.16,0.32,85.12
820,,1.16,111.48,0.74,652.52,0.04,674.8,0.32,71.64
821,,1.16,214.36,0.74,53.06,0.04,149.44,0.32,18.34
822,,1.16,118.74,0.74,292.84,0.04,81.98,0.32,431.2
823,,1.16,113.24,0.74,269.18,0.04,419.42,0.32,619.42
824,,1.16,172.68,0.74,379.84,0.04,127.1,0.32,350.54
825,,1.16,59.66,0.74,108.72,0.04,33.16,0.32,497.78
826,,1.16,429.02,0.74,793.02,0.04,52.32,0.32,665.3
827,,1.16,116.62,0.74,325.12,0.04,810.6,0.32,275.8
828,,1.16,251,0.74,9.46,0.04,744.32,0.32,626.76
829,,1.16,353.52,0.74,163.4,0.04,248.88,0.32,919.82
830,,1.16,27.52,0.74,418.88,0.04,534.92,0.32,1202.34
831,,1.16,299.52,0.74,377.84,0.04,5.5,0.32,441.82
832,,1.16,446.14,0.74,287.32,0.04,739.04,0.32,147.26
833,,1.16,109.74,0.74,422.58,0.04,458.14,0.32,1036
834,,1.16,33.84,0.74,296.08,0.04,261.16,0.32,376.86
835,,1.16,11.16,0.74,70.84,0.04,292.3,0.32,41.78
836,,1.16,208.32,0.74,654.22,0.04,888.2,0.32,707.66
837,,1.16,303.98,0.74,379.72,0.04,195.38,0.32,721.06
838,,1.16,17.48,0.74,877.88,0.04,79.9,0.32,106.66
839,,1.16,321.7,0.74,74.86,0.04,308.76,0.32,294.6
840,,1.16,164.24,0.74,123.9,0.04,852,0.32,716.96
841,,1.16,388.82,0.74,343.74,0.04,515.54,0.32,150.68
842,,1.16,141.48,0.74,53.86,0.04,489.68,0.32,54.74
843,,1.16,35.24,0.74,69.18,0.04,392.44,0.32,776.04
844,,1.16,74.42,0.74,703.7,0.04,165.74,0.32,863.76
845,,1.16,73.92,0.74,405.66,0.04,195.58,0.32,450.18
846,,1.16,152.8,0.74,192,0.04,469.06,0.32,126.68
847,,1.16,24.36,0.74,379.22,0.04,401.34,0.32,214.64
848,,1.16,390.72,0.74,900.22,0.04,443.66,0.32,1112.04
849,,1.16,52.4,0.74,203.1,0.04,375.84,0.32,383.14
850,,1.16,76.5,0.74,170.82,0.04,7.76,0.32,228.8
851,,1.16,169.68,0.74,290.96,0.04,1007.86,0.32,253.04
852,,1.16,23.42,0.74,722.86,0.04,670.62,0.32,1033.62
853,,1.16,17.06,0.74,470.04,0.04,26.9,0.32,272.18
854,,1.16,61.78,0.74,355.22,0.04,125.88,0.32,193.2
855,,1.16,286.68,0.74,389.64,0.04,64.06,0.32,688.58
856,,1.16,33.14,0.74,242.7,0.04,185.44,0.32,115
857,,1.16,26.48,0.74,64.64,0.04,424.58,0.32,417.14
858,,1.16,242.62,0.74,106.8,0.04,107.36,0.32,672.92
859,,1.16,157.06,0.74,439.18,0.04,920.82,0.32,499.5
860,,1.16,71.56,0.74,408.18,0.04,586.68,0.32,74.26
861,,1.16,100.14,0.74,413.44,0.04,126.92,0.32,392.74
862,,1.16,52.4,0.74,252.16,0.04,884.3,0.32,193.74
863,,1.16,151.92,0.74,248.78,0.04,766.76,0.32,938.68
864,,1.16,354.4,0.74,134.48,0.04,626.6,0.32,1250.6
865,,1.16,131.96,0.74,729.7,0.04,430.38,0.32,534
866,,1.16,157.78,0.74,321.24,0.04,405.08,0.32,265.42
867,,1.16,65.16,0.74,54.26,0.04,735.7,0.32,237.56
868,,1.16,174.16,0.74,362.64,0.04,399.4,0.32,120.12
869,,1.16,64.22,0.74,546.78,0.04,312.62,0.32,363.18
870,,1.16,20.94,0.74,360.36,0.04,206.88,0.32,187.76
871,,1.16,140.3,0.74,112.12,0.04,117.08,0.32,168.16
872,,1.16,319.44,0.74,123.84,0.04,231.92,0.32,1341.82
873,,1.16,68.16,0.74,628.64,0.04,557.88,0.32,333.42
874,,1.16,58.78,0.74,273.96,0.04,402.42,0.32,260.8
875,,1.16,52.02,0.74,233.8,0.04,2.34,0.32,183.26
876,,1.16,27.52,0.74,13.2,0.04,725.74,0.32,1394.3
877,,1.16,118.22,0.74,352.32,0.04,675.02,0.32,295.96
878,,1.16,395.2,0.74,354.08,0.04,77.86,0.32,763.88
879,,1.16,402.66,0.74,425.14,0.04,121.42,0.32,384.74
880,,1.16,257.3,0.74,154.84,0.04,111.14,0.32,393.34
881,,1.16,294.58,0.74,109.72,0.04,481.94,0.32,509.38
882,,1.16,26.48,0.74,653.62,0.04,343.5,0.32,385.98
883,,1.16,23.94,0.74,390.04,0.04,78.12,0.32,406.88
884,,1.16,223.12,0.74,394.66,0.04,115.62,0.32,135.16
885,,1.16,17.56,0.74,341.46,0.04,621.32,0.32,388.58
886,,1.16,24.62,0.74,134.04,0.04,254.02,0.32,686.72
887,,1.16,20.94,0.74,78.2,0.04,231.42,0.32,20.46
888,,1.16,175.04,0.74,563.76,0.04,971.1,0.32,427.16
889,,1.16,233.44,0.74,29.62,0.04,207.06,0.32,411.9
890,,1.16,65.16,0.74,218,0.04,715.04,0.32,175.24
891,,1.16,113.24,0.74,539.9,0.04,10.54,0.32,2.64
892,,1.16,39.7,0.74,124.62,0.04,385.88,0.32,76.22
893,,1.16,26.48,0.74,129.28,0.04,300.5,0.32,163.48
894,,1.16,160.18,0.74,532.76,0.04,510.02,0.32,347.8
895,,1.16,16.58,0.74,507.44,0.04,440.2,0.32,347.08
896,,1.16,210.42,0.74,83,0.04,12.64,0.32,245.8
897,,1.16,270.8,0.74,134.9,0.04,388,0.32,1317.62
898,,1.16,74,0.74,15.9,0.04,580.84,0.32,157.06
899,,1.16,125.06,0.74,449.84,0.04,554.18,0.32,546.9
900,,1.16,214.68,0.74,338.24,0.04,461.96,0.32,175.14
901,,1.16,36.9,0.74,663.64,0.04,336.28,0.32,814.56
902,,1.16,52.4,0.74,384.98,0.04,22.7,0.32,299.5
903,,1.16,204.98,0.74,478.84,0.04,615.8,0.32,469.2
904,,1.16,65.16,0.74,479.88,0.04,371.18,0.32,119.1
905,,1.16,160.4,0.74,352.54,0.04,40.56,0.32,209.6
906,,1.16,33.84,0.74,326.86,0.04,199.72,0.32,539.86
907,,1.16,166.12,0.74,656,0.04,86.86,0.32,191.8
908,,1.16,98.68,0.74,627.34,0.04,63.32,0.32,459.86
909,,1.16,11.16,0.74,238.08,0.04,203.38,0.32,209.24
910,,1.16,21.06,0.74,767.8,0.04,429.46,0.32,312.96
911,,1.16,154.82,0.74,146.54,0.04,506.84,0.32,77.66
912,,1.16,81.26,0.74,60,0.04,255.88,0.32,556.34
913,,1.16,312.2,0.74,676.98,0.04,179.88,0.32,15.18
914,,1.16,348.02,0.74,495.74,0.04,367.68,0.32,331.62
915,,1.16,109.3,0.74,530.84,0.04,823.9,0.32,1325.82
916,,1.16,241.46,0.74,611.44,0.04,109.28,0.32,1136.24
917,,1.16,68.16,0.74,270.68,0.04,186.26,0.32,194.36
918,,1.16,268.16,0.74,86.56,0.04,355.22,0.32,184.56
919,,1.16,225.98,0.74,312.02,0.04,544.88,0.32,532.62
920,,1.16,348.02,0.74,770.22,0.04,41.68,0.32,481.84
921,,1.16,238.14,0.74,764.02,0.04,135.84,0.32,289.46
922,,1.16,521.98,0.74,56.34,0.04,203.96,0.32,220
923,,1.16,90.92,0.74,349.8,0.04,810.66,0.32,484.08
924,,1.16,26.48,0.74,398.44,0.04,634.96,0.32,469.96
925,,1.16,354.9,0.74,133.96,0.04,12.84,0.32,667.34
926,,1.16,54.14,0.74,415.84,0.04,258.96,0.32,645.4
927,,1.16,343.58,0.74,445.64,0.04,173.4,0.32,591.84
928,,1.16,210.86,0.74,302.5,0.04,103.74,0.32,1160.34
929,,1.16,36.22,0.74,93.44,0.04,306.04,0.32,539.72
930,,1.16,87.84,0.74,296.7,0.04,162.18,0.32,544.02
931,,1.16,27.52,0.74,535.18,0.04,163.32,0.32,371.74
932,,1.16,76.4,0.74,77,0.04,77.22,0.32,393.34
933,,1.16,151.92,0.74,297.72,0.04,43.94,0.32,509.36
934,,1.16,26.48,0.74,522.96,0.04,259.72,0.32,164.92
935,,1.16,39.18,0.74,180.46,0.04,542.14,0.32,78.06
936,,1.16,39.34,0.74,109.08,0.04,123.58,0.32,417.5
937,,1.16,211.82,0.74,526.58,0.04,45.22,0.32,801.34
938,,1.16,294.08,0.74,92.02,0.04,682.36,0.32,599.78
939,,1.16,540.16,0.74,816.04,0.04,645.8,0.32,269.26
940,,1.16,216.8,0.74,168.1,0.04,375.06,0.32,77.24
941,,1.16,44.8,0.74,138.48,0.04,691.3,0.32,462.28
942,,1.16,24.44,0.74,393.12,0.04,186.34,0.32,1.54
943,,1.16,394.54,0.74,863.36,0.04,427.5,0.32,359.72
944,,1.16,163.3,0.74,443.28,0.04,160.48,0.32,58.16
945,,1.16,65.02,0.74,293.96,0.04,726.6,0.32,487.8
946,,1.16,29.28,0.74,269.86,0.04,205.38,0.32,115.66
947,,1.16,265.3,0.74,330.56,0.04,283.54,0.32,187.54
948,,1.16,153.12,0.74,245.96,0.04,127.44,0.32,875.6
949,,1.16,217.3,0.74,856.4,0.04,238.22,0.32,725.6
950,,1.16,3.46,0.74,411.22,0.04,189.2,0.32,1736.22
951,,1.16,163.3,0.74,451.66,0.04,398.56,0.32,534.78
952,,1.16,26.48,0.74,849.08,0.04,279.44,0.32,462.74
953,,1.16,210.86,0.74,348.88,0.04,635.3,0.32,1164.96
954,,1.16,118.22,0.74,346.54,0.04,505.76,0.32,25.3
955,,1.16,10.1,0.74,267.22,0.04,81.84,0.32,1003.14
956,,1.16,35.96,0.74,185.36,0.04,138.8,0.32,141.6
957,,1.16,146.44,0.74,156.9,0.04,261.68,0.32,787.4
958,,1.16,24.44,0.74,213.36,0.04,358.34,0.32,448.6
959,,1.16,115.08,0.74,232.64,0.04,91.82,0.32,14.32
960,,1.16,33.84,0.74,455.72,0.04,292.5,0.32,306.86
961,,1.16,117.08,0.74,102.34,0.04,650.32,0.32,11.94
962,,1.16,350.46,0.74,152.5,0.04,722.08,0.32,462.58
963,,1.16,216.8,0.74,799.66,0.04,382.98,0.32,171
964,,1.16,57.86,0.74,73.6,0.04,84.1,0.32,459.3
965,,1.16,170.18,0.74,609.78,0.04,163.32,0.32,211.62
966,,1.16,303.98,0.74,556.4,0.04,204.6,0.32,586.98
967,,1.16,151.92,0.74,197.8,0.04,168.54,0.32,56.2
968,,1.16,19.5,0.74,656.02,0.04,381.22,0.32,1231.62
969,,1.16,157.78,0.74,97.16,0.04,454.08,0.32,575.28
970,,1.16,324.28,0.74,308.16,0.04,108.22,0.32,149.66
971,,1.16,245.02,0.74,271.44,0.04,299.8,0.32,43.46
972,,1.16,59.66,0.74,286.74,0.04,707.84,0.32,193.08
973,,1.16,6.22,0.74,597.02,0.04,740.8,0.32,753.76
974,,1.16,204.98,0.74,404.34,0.04,608.48,0.32,156.04
975,,1.16,11.16,0.74,370.92,0.04,606.08,0.32,531.08
976,,1.16,44.78,0.74,456.24,0.04,94.66,0.32,285.1
977,,1.16,24.32,0.74,461.58,0.04,382.96,0.32,420.22
978,,1.16,76.2,0.74,361.86,0.04,421.16,0.32,859.22
979,,1.16,228.2,0.74,260.38,0.04,621.9,0.32,473.22
980,,1.16,89.96,0.74,31.36,0.04,463.66,0.32,338.02
981,,1.16,439.26,0.74,59.4,0.04,351.54,0.32,694.74
982,,1.16,179.56,0.74,216.38,0.04,263.28,0.32,753.34
983,,1.16,51.42,0.74,22.24,0.04,144.58,0.32,1312.8
984,,1.16,281.72,0.74,245.86,0.04,541.56,0.32,280.12
985,,1.16,309.46,0.74,546.08,0.04,209.04,0.32,195.8
986,,1.16,179.06,0.74,359.92,0.04,766.86,0.32,1106.86
987,,1.16,22.52,0.74,108.64,0.04,65.26,0.32,360.3
988,,1.16,411.8,0.74,318.02,0.04,576.82,0.32,912.74
989,,1.16,176,0.74,319.78,0.04,93.12,0.32,386.94
990,,1.16,26.48,0.74,272.44,0.04,20.12,0.32,571.32
991,,1.16,225.98,0.74,77.12,0.04,25.74,0.32,227.38
992,,1.16,83.38,0.74,875.32,0.04,62.6,0.32,88.16
993,,1.16,347.56,0.74,26.04,0.04,104.88,0.32,276.74
994,,1.16,303.98,0.74,173.36,0.04,301.18,0.32,328.3
995,,1.16,122.06,0.74,170.64,0.04,200.3,0.32,393.8
996,,1.16,42.84,0.74,279.88,0.04,23.58,0.32,24.42
997,,1.16,38.36,0.74,116.78,0.04,4.7,0.32,301.04
998,,1.16,56.24,0.74,495.44,0.04,701.94,0.32,274.38
999,,1.16,151.92,0.74,551.42,0.04,458.1,0.32,428.32
1000,,1.16,0.96,0.74,171.48,0.04,649.32,0.32,41.92
